2014-02-17	151.2
2014-02-24	164.5

2014-02-28	167.25
2014-03-13	179.2

2014-03-18	188.75
2014-03-20	181.6

2014-04-21	204.0
2014-04-23	204.45

2014-05-13	224.5
2014-05-14	217.05

2014-05-15	220.4
2014-05-21	225.65

2014-06-03	240.3
2014-06-10	246.05

2014-07-01	244.2
2014-07-08	258.45

2014-07-16	281.0
2014-07-23	279.8

2014-08-18	273.6
2014-08-27	288.25

2014-09-08	299.8
2014-09-09	295.2

2014-10-29	271.95
2014-11-13	294.25

2014-11-14	297.25
2014-11-17	296.1

2014-11-18	303.1
2014-11-25	298.7

2014-12-18	289.95
2014-12-23	288.15

2014-12-29	293.1
2015-01-12	328.45

2015-01-14	331.25
2015-01-15	330.6

2015-01-23	346.9
2015-01-27	345.15

2015-02-24	334.05
2015-02-25	328.2

2015-02-27	346.25
2015-02-28	330.75

2015-04-06	321.25
2015-04-08	319.15

2015-04-10	319.8
2015-04-15	325.75

2015-04-16	327.5
2015-04-17	322.75

2015-05-04	347.2
2015-05-06	331.2

2015-05-11	344.05
2015-05-12	334.9

2015-05-21	348.4
2015-05-25	342.9

2015-06-23	316.05
2015-06-24	311.55

2015-07-02	316.05
2015-07-06	320.1

2015-07-07	333.05
2015-07-08	320.65

2015-07-17	329.3
2015-07-20	328.8

2015-07-23	331.35
2015-07-24	323.9

2015-08-03	330.7
2015-08-07	339.55

2015-08-14	363.75
2015-08-24	334.6

2015-10-14	324.5
2015-10-19	317.7

2015-12-21	260.6
2015-12-22	257.6

2015-12-24	258.1
2016-01-04	257.95

2016-03-01	206.9
2016-03-15	228.25

2016-03-17	235.7
2016-03-23	238.3

2016-03-30	245.95
2016-04-01	242.9

2016-04-27	241.25
2016-04-28	235.45

2016-04-29	238.2
2016-05-02	232.95

2016-06-01	202.3
2016-06-20	206.8

2016-07-04	213.25
2016-07-07	210.05

2016-07-11	217.45
2016-07-18	217.95

2016-07-19	220.6
2016-07-26	224.4

2016-07-27	228.7
2016-07-28	225.25

2016-07-29	232.4
2016-08-01	228.55

2016-08-05	234.0
2016-08-25	261.75

2016-09-08	275.6
2016-09-09	272.2

2016-09-16	271.15
2016-09-20	270.1

2016-09-22	275.35
2016-09-26	270.4

2016-10-19	271.6
2016-11-02	299.9

2016-12-07	277.4
2016-12-12	281.35

2016-12-13	286.0
2016-12-14	283.85

2017-01-05	287.5
2017-01-09	284.7

2017-01-10	293.9
2017-01-17	294.85

2017-01-25	304.65
2017-01-30	302.6

2017-02-01	304.6
2017-02-03	303.55

2017-02-06	309.2
2017-02-07	303.65

2017-02-10	311.25
2017-02-14	307.0

2017-03-08	306.5
2017-03-09	300.9

2017-03-14	309.25
2017-03-27	319.3

2017-03-30	339.3
2017-04-07	347.15

2017-04-10	352.15
2017-04-11	333.8

2017-05-04	339.45
2017-05-08	340.5

2017-05-09	347.5
2017-05-17	348.55

2017-06-02	357.9
2017-06-07	359.1

2017-06-16	363.15
2017-06-21	369.95

2017-07-17	381.25
2017-08-09	397.25

2017-09-14	403.1
2017-09-22	401.2

2017-10-12	403.7
2017-10-19	401.4

2017-10-23	407.05
2017-11-07	431.55

2018-01-03	407.65
2018-01-12	423.3

2018-01-16	423.55
2018-01-18	416.25

2018-01-19	433.45
2018-01-25	436.5

total Profit/Loss % : 42.83695141482572
