TECHM				0.6818609956248263				55.0
INFY				1.7403849354066532				47.0
MARUTI				6.084084406591819				43.0
HCLTECH				1.5225181281589162				39.0
MM				-0.014895676503141886				37.0
ONGC				-1.3575743884036782				37.0
RELIANCE				7.1644798100227485				37.0
TATASTEEL				5.276846280937036				37.0
LT				3.669666112103104				36.0
TCS				0.57983807935462				35.0
ADANIPORTS				6.014641526744266				34.0
HINDALCO				0.32713107725620244				34.0
ICICIBANK				5.113064025817358				34.0
AXISBANK				5.149090646934407				33.0
GAIL				-6.274373324020986				32.0
HINDUNILVR				2.1779115946361607				31.0
HDFC				2.176284270395172				31.0
LUPIN				4.307292426282564				31.0
SUNPHARMA				-2.537870659172715				31.0
BPCL				-1.1943721285720266				30.0
COALINDIA				-2.904693672733558				30.0
ZEEL				4.762653823870787				30.0
BAJAJ_AUTO				1.5349091469691614				29.0
HDFCBANK				2.5932738567470306				29.0
TATAMOTORS				-4.897224090085821				29.0
VEDL				3.7469332607712644				29.0
AMBUJACEM				2.193785504953928				28.0
UPL				4.811917677457944				28.0
ULTRACEMCO				-3.2805926581555775				28.0
YESBANK				-6.193996974970187				28.0
BHARTIARTL				7.266374877951573				27.0
ITC				4.267334474028848				27.0
KOTAKBANK				2.6027620421211863				24.0
CIPLA				0.3035455374384769				22.0
DRREDDY				11.260320583570214				22.0
WIPRO				-5.013607185460181				22.0
HEROMOTOCO				-1.877199221963221				21.0
HINDPETRO				-0.7864355285770629				20.0
IOC				-1.6402687124909054				20.0
ASIANPAINT				-4.103954220200606				19.0
SBIN				26.794007481076655				19.0
AUROPHARMA				1.7354607807978109				17.0
IBULHSGFIN				7.37223599763836				16.0
INDUSINDBK				1.0677368051597107				16.0
INFRATEL				7.179950472557681				15.0
NTPC				1.0297153900546812				15.0
BAJFINANCE				2.5921202774625445				14.0
BOSCHLTD				2.1724658592697734				12.0
POWERGRID				-2.0374137078601007				9.0
EICHERMOT				-3.2458593814367642				8.0
